seller_id,delivery_eligible_seller_orders,late_seller_orders,seller_late_rate,seller_late_contribution,seller_gmv,seller_late_gmv,is_low_sample
de722cd6dad950a92b7d4f82673f8833,337,12,0.03560830860534125,0.001832900565144341,55426.1,1579.0,False
adbc26658d6c7b4b6219f9d934598091,88,12,0.13636363636363635,0.001832900565144341,11806.4,1574.8,False
a3e9a2c700480d9bb01fba070ba80a0e,129,12,0.09302325581395349,0.001832900565144341,13440.8,1491.0,False
de23c3b98a88888289c6f5cc1209054a,161,12,0.07453416149068323,0.001832900565144341,26399.67,1433.72,False
87142160b41353c4e5fca2360caf6f92,305,12,0.03934426229508197,0.001832900565144341,31095.98,1404.5,False
001cca7ae9ae17fb1caed9dfb1094831,195,12,0.06153846153846154,0.001832900565144341,25080.03,1265.9,False
891071be6ba827b591264c90c2ae8a63,85,12,0.1411764705882353,0.001832900565144341,4177.28,871.88,False
b561927807645834b59ef0d16ba55a24,85,12,0.1411764705882353,0.001832900565144341,4501.99,671.2,False
1da3aeb70d7989d1e6d9b0e887f97c23,261,12,0.04597701149425287,0.001832900565144341,8823.52,481.9,False
b2479f944e1b90cf8a5de1bbfde284d6,101,12,0.1188118811881188,0.001832900565144341,4752.51,427.85,False
25c5c91f63607446a97b143d2d535d31,156,11,0.07051282051282051,0.0016801588513823125,54679.22,4495.0,False
6039e27294dc75811c0d8a39069f52c0,63,11,0.1746031746031746,0.0016801588513823125,13670.7,3358.4,False
8e6d7754bc7e0f22c96d255ebda59eba,84,11,0.13095238095238096,0.0016801588513823125,14497.27,1560.13,False
835f0f7810c76831d6c7d24c7a646d4d,42,11,0.2619047619047619,0.0016801588513823125,5130.0,1378.7,False
a3a38f4affed601eb87a97788c949667,251,11,0.043824701195219126,0.0016801588513823125,26533.32,1318.19,False
0241d4d5d36f10f80c644447315af0bd,238,11,0.046218487394957986,0.0016801588513823125,31397.7,1210.4,False
f457c46070d02cadd8a68551231220dd,195,11,0.05641025641025641,0.0016801588513823125,19093.0,1073.2,False
66922902710d126a0e7d26b0e3805106,150,11,0.07333333333333333,0.0016801588513823125,14362.3,1056.0,False
bbad7e518d7af88a0897397ffdca1979,68,11,0.16176470588235295,0.0016801588513823125,4462.22,833.9,False
11bfa66332777660bd0640ee84d47006,76,11,0.14473684210526316,0.0016801588513823125,3925.87,428.14,False
85d9eb9ddc5d00ca9336a2219c97bb13,499,11,0.022044088176352707,0.0016801588513823125,15415.24,353.9,False
ceaec5548eefc6e23e6607c5435102e7,198,10,0.050505050505050504,0.0015274171376202842,52917.18,2329.96,False
00ee68308b45bc5e2660cd833c3f81cc,135,10,0.07407407407407407,0.0015274171376202842,20260.0,1753.0,False
004c9cd9d87a3c30c522c48c4fc07416,156,10,0.0641025641025641,0.0015274171376202842,19712.71,1327.93,False
c003204e1ab016dfa150abc119207b24,195,10,0.05128205128205128,0.0015274171376202842,25108.09,1241.0,False
ef0ace09169ac090589d85746e3e036f,128,10,0.078125,0.0015274171376202842,16223.3,1179.7,False
c9c7905cffc4ef9ff9f113554423e671,127,10,0.07874015748031496,0.0015274171376202842,10657.18,958.72,False
2e1c9f22be269ef4643f826c9e650a52,161,10,0.062111801242236024,0.0015274171376202842,12687.68,915.4,False
3db66a856d18a9cba7c9241fc5221c50,94,10,0.10638297872340426,0.0015274171376202842,9478.3,852.0,False
dbc22125167c298ef99da25668e1011f,394,10,0.025380710659898477,0.0015274171376202842,33776.78,831.64,False
213b25e6f54661939f11710a6fddb871,152,10,0.06578947368421052,0.0015274171376202842,15379.5,790.75,False
48436dade18ac8b2bce089ec2a041202,134,10,0.07462686567164178,0.0015274171376202842,12271.71,703.5,False
ba143b05f0110f0dc71ad71b4466ce92,83,10,0.12048192771084337,0.0015274171376202842,6110.58,641.1,False
0be8ff43f22e456b4e0371b2245e4d01,156,10,0.0641025641025641,0.0015274171376202842,11805.5,608.9,False
6a8b085f816a1f75f92dbac6eb545f8f,125,10,0.08,0.0015274171376202842,6018.97,498.7,False
4830e40640734fc1c52cd21127c341d4,204,10,0.049019607843137254,0.0015274171376202842,9843.47,450.94,False
5656537e588803a555b8eb41f07a944b,171,10,0.05847953216374269,0.0015274171376202842,8065.93,342.79,False
b1b3948701c5c72445495bd161b83a4c,14,9,0.6428571428571429,0.0013746754238582557,24699.19,17999.91,True
ea566164622c6b439516ab18062c42cd,50,9,0.18,0.0013746754238582557,10309.42,4619.7,False
729f06993dac8e860d4f02d7088ca48a,94,9,0.09574468085106383,0.0013746754238582557,20485.08,3669.3,False
05f51e13da97139648b8125c31e5f51b,57,9,0.15789473684210525,0.0013746754238582557,13769.01,2225.1,False
527801b552d0077ffd170872eb49683b,90,9,0.1,0.0013746754238582557,17942.8,1929.1,False
e5a38146df062edaf55c38afa99e42dc,120,9,0.075,0.0013746754238582557,15360.07,1885.76,False
850f4f8af5ea87287ac68de36e29107f,186,9,0.04838709677419355,0.0013746754238582557,45355.36,1304.96,False
6d66611d7c44cc30ce351abc49a68421,164,9,0.054878048780487805,0.0013746754238582557,13593.4,1300.9,False
ef990a83bbea832f36ebe81376335aa8,43,9,0.20930232558139536,0.0013746754238582557,4642.59,973.69,False
6fd52c528dcb38be2eea044946b811f8,67,9,0.13432835820895522,0.0013746754238582557,7743.02,923.22,False
972d0f9cf61b499a4812cf0bfa3ad3c4,81,9,0.1111111111111111,0.0013746754238582557,8089.29,909.16,False
34056b8b55c1775a22af2331670a799c,77,9,0.11688311688311688,0.0013746754238582557,6455.4,761.0,False
0c8380b62e38e8a1e6adbeba7eb9688c,180,9,0.05,0.0013746754238582557,17348.79,738.4,False
6edacfd9f9074789dad6d62ba7950b9c,205,9,0.04390243902439024,0.0013746754238582557,13147.1,688.1,False
41b39e28db005d9731d9d485a83b4c38,187,9,0.0481283422459893,0.0013746754238582557,17112.55,655.6,False
8648b1e89e9b349e32d3741b30ec737e,93,9,0.0967741935483871,0.0013746754238582557,7442.55,653.6,False
aac29b1b99776be73c3049939652091d,94,9,0.09574468085106383,0.0013746754238582557,6755.91,607.57,False
ececbfcff9804a2d6b40f589df8eef2b,97,9,0.09278350515463918,0.0013746754238582557,6792.4,501.27,False
f3da5b2ff499efb8d4a6d371d175d7dd,77,9,0.11688311688311688,0.0013746754238582557,3702.29,489.76,False
f84a00e60c73a49e7e851c9bdca3a5bb,88,9,0.10227272727272728,0.0013746754238582557,5949.94,438.5,False
f84fa566034f5e8e880a07ec624c56af,89,9,0.10112359550561797,0.0013746754238582557,5093.79,431.1,False
f46490624488d3ff7ce78613913a7711,80,9,0.1125,0.0013746754238582557,5802.85,414.4,False
1c129092bf23f28a5930387c980c0dfc,200,9,0.045,0.0013746754238582557,9553.62,360.9,False
002100f778ceb8431b7a1020ff7ab48f,50,9,0.18,0.0013746754238582557,1234.5,164.1,False
f5a590cf36251cf1162ea35bef76fe84,113,8,0.07079646017699115,0.0012219337100962272,53201.78,4017.9,False
821fb029fc6e495ca4f08a35d51e53a5,24,8,0.3333333333333333,0.0012219337100962272,19187.42,3195.24,True
0b35c634521043bf4b47e21547b99ab5,50,8,0.16,0.0012219337100962272,13533.65,2838.7,False
abe42c5d03695b4257b5c6cbf4e6784e,49,8,0.16326530612244897,0.0012219337100962272,17159.0,2722.0,False
f27e33c6d29b5138fa9967bcd445b6d5,93,8,0.08602150537634409,0.0012219337100962272,8888.3,1074.2,False
1d8dbc4f32378d715c717c1c1fc57bae,91,8,0.08791208791208792,0.0012219337100962272,11315.89,908.6,False
2a261b5b644fa05f4f2700eb93544f2c,51,8,0.1568627450980392,0.0012219337100962272,5355.0,760.0,False
602044f2c16190c2c6e45eb35c2e21cb,48,8,0.16666666666666666,0.0012219337100962272,3739.16,712.43,False
b17b679f4f5ce2e03ce6968c62648246,50,8,0.16,0.0012219337100962272,4084.75,559.44,False
b14db04aa7881970e83ffa9426897925,78,8,0.10256410256410256,0.0012219337100962272,5898.6,515.8,False
5d0363b33554b373851fc1622e4d5f3c,93,8,0.08602150537634409,0.0012219337100962272,6610.79,435.4,False
813348c996469b40f2e028d5429d3495,172,8,0.046511627906976744,0.0012219337100962272,11205.83,428.6,False
42b729f859728f5079499127a9c2ef37,103,8,0.07766990291262135,0.0012219337100962272,4118.86,343.19,False
3c7c4a49ec3c6550809089c6a2ca9370,139,8,0.05755395683453238,0.0012219337100962272,4033.64,232.83,False
562fc2f2c2863ab7e79a9e4388a58a14,255,8,0.03137254901960784,0.0012219337100962272,8814.2,224.92,False
04308b1ee57b6625f47df1d56f00eedf,92,7,0.07608695652173914,0.0010691919963341989,60130.6,4531.3,False
7178f9f4dd81dcef02f62acdf8151e01,202,7,0.034653465346534656,0.0010691919963341989,37070.4,2931.7,False
17a053fcb14bd219540cbde0df490be0,124,7,0.056451612903225805,0.0010691919963341989,40703.14,2339.2,False
056b4ada5bbc2c50cc7842547dda6b51,64,7,0.109375,0.0010691919963341989,12333.39,2000.95,False
70eea00b476a314817cefde4aad4f89a,106,7,0.0660377358490566,0.0010691919963341989,31994.65,1703.6,False
