model,term,n,odds_ratio,or_ci_low,or_ci_high,p_value,reference
delay_severity,on_time,94774,1.4702732995028944,1.2396919689808281,1.743742501621835,9.481983027446697e-06,early; GMV<50; SP
delay_severity,late_1_3,94774,4.9218989283619035,4.4469071676420535,5.447626439626188,5.068585097205144e-208,early; GMV<50; SP
delay_severity,late_4_7,94774,21.630067598444185,19.497202902129963,23.99625354784372,0.0,early; GMV<50; SP
delay_severity,late_8_14,94774,41.705567668773426,36.5106396250916,47.63965771170122,0.0,early; GMV<50; SP
delay_severity,late_15_30,94774,44.55559171871598,37.82477568049441,52.484138179004354,0.0,early; GMV<50; SP
delay_severity,late_31plus,94774,20.875175452167614,16.4772094399289,26.44701165858712,7.933726143085332e-140,early; GMV<50; SP
